topic,term,ground_truth,method,domain,prediction,candidates,exact_match,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-3791,church state relations,church-state interaction,mas_langgraph,Politics/Religion,State and faith,"[""State and faith"", ""Government and religion"", ""Religious authority"", ""Faith-based politics"", ""Clerical influence""]",False,0.4736842105263158,0.3831837773323059,False,False
topic-11382,ministry,Clergy,mas_langgraph,Politics,Department,"[""Department"", ""Secretariat"", ""Agency"", ""Council"", ""Office"", ""Commission"", ""Board""]",False,0.25,0.3501088619232178,False,False
topic-4236,church authority,ecclesiastical authority,mas_langgraph,Religion Studies,Ecclesiastical power,"[""Ecclesiastical power"", ""Religious leadership"", ""Spiritual governance"", ""Clerical hierarchy""]",False,0.7727272727272727,0.8404704928398132,False,False
topic-11384,ecclesial leadership,Ecclesiastical leadership,mas_langgraph,Theology,Episcopal oversight,"[""Episcopal oversight"", ""Clerical authority"", ""Pastoral care""]",False,0.5,0.53338623046875,False,False
topic-2086,devotion/piety and non-practising,religious observance and secularism,mas_langgraph,Religious Studies,Faithfulness,"[""Faithfulness"", ""Spirituality"", ""Dedication"", ""Sincerity"", ""Fervor""]",False,0.25531914893617025,0.32310089468955994,False,False
topic-2092,church music,sacred music,mas_langgraph,Musicology,Liturgical music,"[""Liturgical music"", ""Sacred music"", ""Choral music"", ""Hymnody""]",False,0.5,0.688630223274231,True,True
topic-1915,"church fathers, ancient",early theologians,mas_langgraph,Theology,Patristic scholars,"[""Patristic scholars"", ""Patriarchs""]",False,0.45714285714285713,0.509276270866394,False,False
topic-16565,Integrated care,coordinated care,mas_langgraph,Healthcare,Comprehensive care,"[""Comprehensive care"", ""Interdisciplinary care delivery"", ""Coordinated patient services"", ""Multidisciplinary treatment"", ""Collaborative healthcare strategy""]",False,0.5882352941176471,0.5986257791519165,False,False
topic-1991,voting mechanisms,electoral methods,mas_langgraph,Economics,Electoral systems,"[""Electoral systems"", ""Participation structures"", ""Decision-making protocols""]",False,0.7058823529411764,0.8600172400474548,False,False
topic-4661,electoral systems,voting system,mas_langgraph,Politics/Political Science,Electoral procedures,"[""Electoral procedures"", ""Voting systems"", ""Majoritarian electoral models"", ""Ballot mechanisms""]",False,0.18181818181818177,0.5986440181732178,False,False
topic-1572,clinical neuropsychology,neuropsychological therapy,mas_langgraph,Neuropsychology,Psychoneurology,"[""Psychoneurology"", ""Forensic neuropsychology"", ""Neuropsychiatric evaluation"", ""Behavioral neurology"", ""Cognitive neuropsychiatry"", ""Neurocognitive assessment""]",False,0.4878048780487805,0.643039882183075,False,False
topic-1574,credit systems,credit infrastructure,mas_langgraph,Economics,Financial systems,"[""Financial systems"", ""Payment structures"", ""Monetary arrangements"", ""Incentive mechanisms"", ""Reward schemes"", ""Fiscal models""]",False,0.3157894736842105,0.6082114577293396,False,False
topic-4886,Kriging,spatial interpolation,mas_langgraph,Statistics,Spatial interpolation,"[""Spatial interpolation"", ""Geostatistical estimation"", ""Interpolation""]",True,1.0,1.0000001192092896,True,True
topic-4149,critical theory,radical critique,mas_langgraph,Philosophy,Critical discourse,"[""Critical discourse"", ""Marxist philosophy"", ""Philosophical analysis"", ""Social critique""]",False,0.5294117647058824,0.40243884921073914,False,False
topic-4881,splines,curves,mas_langgraph,Computer Science,B-splines,"[""B-splines"", ""Catmull-Rom splines""]",False,0.2857142857142857,0.3172962963581085,False,False
topic-6501,philosophy of art,aesthetics philosophy,mas_langgraph,Aesthetics,Philosophy of aesthetics,"[""Philosophy of aesthetics"", ""Aesthetic inquiry"", ""Theory of beauty"", ""Beauty studies"", ""Critique of taste""]",False,0.4444444444444444,0.9813987016677856,False,False
topic-1575,artificial intelligence,machine intelligence,mas_langgraph,Computer Science,Computational intelligence,"[""Computational intelligence"", ""Intelligent systems"", ""Machine learning""]",False,0.7391304347826086,0.8144261837005615,False,False
topic-12641,quality of work,work quality,mas_langgraph,Psychology,Effectiveness,"[""Productivity"", ""Efficiency"", ""Competence"", ""Effectiveness"", ""Proficiency""]",False,0.07999999999999996,0.3818402886390686,False,False
topic-2061,quality of life,well-being,mas_langgraph,Psychology,Life satisfaction,"[""Life satisfaction"", ""Satisfaction with life"", ""Psychological well-being"", ""Subjective happiness"", ""Well-being""]",False,0.3076923076923077,0.6223617792129517,False,True
topic-121,Quality of life,life quality,mas_langgraph,Psychology,Life satisfaction,"[""Life satisfaction"", ""Subjective happiness"", ""Well-being"", ""Psychological fulfillment""]",False,0.5517241379310345,0.7256561517715454,False,False
topic-9461,quality of the judiciary,judicial performance,mas_langgraph,Law,Judicial integrity,"[""Judicial integrity"", ""Judicial impartiality"", ""Judicial accountability""]",False,0.5789473684210527,0.6622044444084167,False,False
topic-11701,quality of care,health care quality,mas_langgraph,Healthcare,Health service quality,"[""Health service quality"", ""Clinical excellence"", ""Nursing practice"", ""Medical competence"", ""Professionalism""]",False,0.8292682926829268,0.8394984006881714,False,False
topic-1577,agriculture,farming,mas_langgraph,Agriculture,Farming,"[""Farming"", ""Crop management"", ""Horticulture"", ""Land use""]",True,1.0,1.0,True,True
topic-1578,latin,classical language,mas_langgraph,Linguistics,Classical,"[""Indo-European"", ""Classical"", ""Ancient"", ""Italic"", ""Romance""]",False,0.6666666666666667,0.76482093334198,False,False
topic-1579,lifestyle,way of life,mas_langgraph,Psychology,Habits,"[""Habits"", ""Culture"", ""Attitude"", ""Behavior"", ""Personality""]",False,0.23529411764705888,0.3106238543987274,False,False
topic-9121,learning styles,study methods,mas_langgraph,Psychology,Learning modalities,"[""Learning modalities"", ""Information processing styles"", ""Cognitive approaches"", ""Neurodiverse learning"", ""Individual differences""]",False,0.3125,0.2875996530056,False,False
topic-7283,learning disorders,learning disabilities,mas_langgraph,Psychology,Processing disorders,"[""Processing disorders"", ""Neurodevelopmental disorders"", ""Cognitive impairments"", ""Attention deficit hyperactivity disorder""]",False,0.4878048780487805,0.5014716982841492,False,False
topic-10601,reading research,Reading studies,mas_langgraph,Education/ Psychology,Research inquiry,"[""Research inquiry"", ""Scholarly examination"", ""Academic analysis"", ""Literature review""]",False,0.4516129032258065,0.45404091477394104,False,False
topic-1581,reading disorders,reading difficulties,mas_langgraph,Psychology,Reading difficulties,"[""Reading difficulties"", ""Dyslexia"", ""Literacy impairments"", ""Phonological processing disorders"", ""Learning disabilities"", ""Academic dysgraphia"", ""Language comprehension issues""]",True,1.0,1.0,True,True
topic-1582,leadership,guidance,mas_langgraph,Organizational Behavior,Management,"[""Management"", ""Authority"", ""Control""]",False,0.33333333333333337,0.4430645704269409,False,False
topic-8101,organisational learning,organizational knowledge acquisition,mas_langgraph,Organizational Behavior,Learning Culture,"[""Organizational Development"", ""Learning Culture"", ""Institutionalization""]",False,0.34615384615384615,0.3163161873817444,False,False
topic-2941,machine learning,automated learning,mas_langgraph,Computer Science,Artificial intelligence,"[""Artificial intelligence"", ""Automated classification"", ""Neural networks"", ""Deep learning"", ""Data-driven algorithms"", ""Predictive modeling"", ""Statistical inference"", ""Intelligent systems""]",False,0.3902439024390244,0.6296106576919556,False,False
topic-3102,learning organisations,adaptive organizations,mas_langgraph,Organizational Studies,Knowledge-Based Organisation,"[""Corporate Training"", ""Knowledge-Based Organisation"", ""Professional Development"", ""Organizational Change"", ""Institutional Development"", ""Organizational Culture""]",False,0.6122448979591837,0.49232882261276245,False,False
topic-8362,Latvia,Latvian Republic,mas_langgraph,Geography,Lithuania,"[""Lithuania"", ""Estonia"", ""Baltic state"", ""Kurzeme"", ""Latgale""]",False,0.4,0.7465243339538574,False,False
topic-2162,quality of life after heart and vascular diseases,well-being after cardiovascular diseases,mas_langgraph,Medicine,Quality of life in patients with cardiovascular disease,"[""Quality of life in patients with cardiovascular disease"", ""Health outcomes following cardiovascular disease"", ""Survival prospects in cardiovascular patients""]",False,0.6808510638297872,0.6938098073005676,False,False
topic-5631,levinas,Levinasian philosophy,mas_langgraph,Philosophy,Hermeneutics,"[""Hermeneutics"", ""Alternatively"", ""Epistemology"", ""Phenomenology"", ""Ontology"", ""please let me know and I'll do my best to assist you."", ""if you'd like"", ""If you meant to ask for synonyms for a different term""]",False,0.24242424242424243,0.3888639807701111,False,False
topic-5181,liberalisation,deregulation,mas_langgraph,Economics,Deregulation,"[""Deregulation"", ""Free trade"", ""Decontrol""]",True,1.0,1.0,True,True
topic-2015,liberalism and political philosophy,liberal political theory,mas_langgraph,Political Philosophy,Libertarianism,"[""Libertarianism"", ""Democracy"", ""Communitarianism""]",False,0.42105263157894735,0.5890392065048218,False,False
topic-2280,literary-historical aspects,textual history,mas_langgraph,Literary Studies,Historical narrative,"[""Historical narrative"", ""Cultural contextuality"", ""Intellectual tradition"", ""Textual provenance""]",False,0.34285714285714286,0.5813845992088318,False,False
topic-1585,literature,written works,mas_langgraph,English Language and Literature,Novel,"[""Novel"", ""Poetry"", ""Fiction"", ""Prose"", ""Manuscript"", ""Text""]",False,0.2222222222222222,0.5238125324249268,False,False
topic-1893,literature and theology,theological literature,mas_langgraph,Theology,Scripture,"[""Religious texts"", ""Sacred writings"", ""Scripture"", ""Holy scriptures"", ""Divine revelation"", ""Canonical works""]",False,0.3870967741935484,0.6512856483459473,False,False
topic-1586,study of literature,literary analysis,mas_langgraph,Literary Studies,Literary Analysis,"[""Literary Analysis"", ""Scholarly Reading"", ""Textual Examination"", ""Critical Reading"", ""Poetic Interpretation"", ""Dramatic Criticism""]",True,1.0,1.0,True,True
topic-2189,liturgy (contemporary),modern worship,mas_langgraph,Religion Studies,Worship,"[""Worship"", ""Prayer"", ""Ceremony"", ""Ritual""]",False,0.6666666666666667,0.8183888792991638,False,False
topic-1587,liturgical studies,liturgical theology,mas_langgraph,Theology,Sacred liturgy,"[""Sacred liturgy"", ""Ceremonial theology"", ""Sacramental theology""]",False,0.4242424242424242,0.8078102469444275,False,False
topic-5361,liturgical latin,ecclesiastical Latin,mas_langgraph,Linguistics,Ecclesiastical Latin,"[""Liturgical vernacular"", ""Ecclesiastical Latin"", ""Sacramental tongue""]",True,1.0,1.0000001192092896,True,True
topic-1920,liturgic celebrations,religious ceremonies,mas_langgraph,Religious Studies,Ceremonial festivals,"[""Ceremonial festivals"", ""Ritual commemorations"", ""Eucharistic feasts"", ""Vespers celebrations"", ""Sacramental observances"", ""Ecclesiastical observances"", ""Communion services""]",False,0.5,0.7312690019607544,False,False
topic-2090,liturgic music,sacred music,mas_langgraph,Musicology,Church music,"[""Church music"", ""Liturgical song"", ""Ceremonial hymn"", ""Sacred chant""]",False,0.6666666666666667,0.6978051662445068,False,False
topic-5632,locke,John Locke,mas_langgraph,Philosophy,Tabula rasa,"[""Tabula rasa"", ""Empiricism"", ""Rationalism""]",False,0.09523809523809523,0.11592421680688858,False,False
topic-2314,logic,reasoning,mas_langgraph,Philosophy,Reasoning,"[""Reasoning"", ""Inference""]",True,1.0,1.0,True,True
topic-1588,logic and philosophy of language,analytical philosophy,mas_langgraph,Philosophy of Language,Ontology of Language,"[""Ontology of Language"", ""Semantic Theory"", ""Semantics"", ""Epistemology of Language"", ""Philosophical Semiotics""]",False,0.24390243902439024,0.09774570167064667,False,False
topic-1589,logistics,supply chain management,mas_langgraph,Operations Management,Supply chain management,"[""Supply chain management"", ""Transportation management"", ""Fulfillment services"", ""Distribution management"", ""Procurement management"", ""Operations coordination""]",True,1.0,1.0000001192092896,True,True
topic-1590,logistics management,supply chain management,mas_langgraph,Operations Management,Transportation management,"[""Transportation management"", ""Supply chain coordination"", ""Procurement and sourcing""]",False,0.6666666666666667,0.4622107446193695,False,False
topic-17162,Local Democracy,community governance,mas_langgraph,Politics/Political Science,Community Governance,"[""Community Governance"", ""Municipal Self-Government"", ""Regional Autonomy"", ""Citizen Engagement"", ""Participatory Rule-Making"", ""Decentralized Decision-Making""]",True,1.0,0.9999999403953552,True,True
topic-1591,tax on wages/income tax,income tax,mas_langgraph,Economics,Tax on earnings,"[""Tax on earnings"", ""Payroll tax"", ""Income levy""]",False,0.24,0.7354341745376587,False,False
topic-2169,lyotard,postmodern theorist,mas_langgraph,Philosophy,Derridean,"[""Derridean"", ""Hyperreality"", ""Deconstructionist"", ""Simulacrum"", ""Postmodernist""]",False,0.3571428571428571,0.18787546455860138,False,False
topic-1201,corporate social responsibility,corporate conscience,mas_langgraph,Business and Organization,Social accountability,"[""Social accountability"", ""Responsible business conduct"", ""Corporate citizenship""]",False,0.3414634146341463,0.32701799273490906,False,False
topic-5633,machiavelli,political strategist,mas_langgraph,Politics,Cunning politician,"[""Cunning politician"", ""Manipulative strategist"", ""Realpolitik"", ""Power broker"", ""Backroom operator""]",False,0.42105263157894735,0.5575854182243347,False,False
topic-1593,power,authority,mas_langgraph,Psychology,Influence,"[""Influence"", ""Authority"", ""Control"", ""Dominance"", ""Capacity""]",False,0.11111111111111116,0.5230792760848999,True,True
topic-2148,power in organisations,organizational influence,mas_langgraph,Organizational Behavior,Authority,"[""Authority"", ""Influence"", ""Dominance"", ""Control""]",False,0.24242424242424243,0.45779359340667725,False,False
topic-1595,macroeconomics,national economics,mas_langgraph,Economics,Aggregate economics,"[""Global economics"", ""Large-scale economics"", ""Aggregate economics"", ""Structural economics""]",False,0.6486486486486487,0.6276955008506775,False,False
topic-1596,management,administration,mas_langgraph,Organizational Behavior,Administration,"[""Administration"", ""Leadership"", ""Supervision"", ""Coordination""]",True,1.0,1.0000001192092896,True,True
topic-1598,management and ethics,ethical management,mas_langgraph,Business Ethics,Ethical leadership,"[""Ethical leadership"", ""Organizational responsibility"", ""Professional integrity"", ""Corporate governance"", ""Institutional stewardship"", ""Social accountability""]",False,0.5555555555555556,0.7905347347259521,False,False
topic-2968,management games,business simulations,mas_langgraph,Operations Research,Game-like decision-making tools,"[""Game-like decision-making tools"", ""Strategic simulations"", ""Simulation-based problem-solving""]",False,0.40816326530612246,0.28548792004585266,False,False
topic-3168,small business management,small enterprise management,mas_langgraph,Management and Organization,Mini-business leadership,"[""Mini-business leadership"", ""Entrepreneurial management"", ""Small-scale enterprise governance"", ""Micro-enterprise administration"", ""Smaller firm direction""]",False,0.31999999999999995,0.5603410601615906,False,False
topic-1599,marketing,market strategy,mas_langgraph,Business Administration,Advertising,"[""Advertising"", ""Publicity"", ""Branding"", ""Promotion"", ""Selling""]",False,0.3846153846153846,0.5062310695648193,False,False
topic-2979,marketing management,marketing strategy,mas_langgraph,Business Administration,Promotional management,"[""Promotional management"", ""Market orientation"", ""Commercialization"", ""Brand development"", ""Strategic planning""]",False,0.35,0.6344625949859619,False,False
topic-1603,market research,market analysis,mas_langgraph,Marketing,Market intelligence,"[""Market intelligence"", ""Consumer analysis"", ""Business investigation"", ""Competitor assessment"", ""Customer survey""]",False,0.5882352941176471,0.6622876524925232,False,False
topic-262,Marx,Marxism,mas_langgraph,Economics,Communist,"[""Communist"", ""Socialist"", ""Capitalist"", ""Engels"", ""Proletarian""]",False,0.375,0.6817079186439514,False,False
topic-161,marxism,Marxist theory,mas_langgraph,Economics/Social Science,Neo-Marxism,"[""Neo-Marxism"", ""Critical Marxism"", ""Leninism"", ""Dialectical Materialism""]",False,0.5,0.28667816519737244,False,False
topic-1605,substantive criminal law,criminal code,mas_langgraph,Law,Formal criminal law,"[""Formal criminal law"", ""Criminal jurisprudence"", ""Legislative criminal law"", ""Criminal statutory law"", ""Penal legislation""]",False,0.5625,0.6460822820663452,False,False
topic-1606,mathematical statistics,statistical mathematics,mas_langgraph,Statistics,Inferential statistics,"[""Inferential statistics"", ""Statistical analysis"", ""Probability theory"", ""Biostatistics""]",False,0.5333333333333333,0.6224438548088074,False,False
topic-17064,Matthew-James-Didache,"Matthew, James, and Didache",mas_langgraph,academic taxonomy,Matthew-James System,"[""Matthew-James System"", ""Didache Taxonomy""]",False,0.6363636363636364,0.4494803249835968,False,False
topic-1916,mathew,Matthew's Gospel,mas_langgraph,academic taxonomy,,[],False,0.0,0.0,False,False
topic-8683,competition policy,antitrust policy,mas_langgraph,Economics,Market regulation,"[""Market regulation"", ""Antitrust framework"", ""Regulatory framework""]",False,0.36363636363636365,0.5968270897865295,False,False
topic-1607,competition law,antitrust law,mas_langgraph,Law,Antitrust legislation,"[""Antitrust legislation"", ""Market regulation"", ""Trade regulation""]",False,0.7058823529411764,0.9025436639785767,False,False
topic-13401,codetermination,worker participation,mas_langgraph,Organizational Behavior,Mutual decision-making,"[""Mutual decision-making"", ""Co-management"", ""Joint problem-solving"", ""Participatory management""]",False,0.29268292682926833,0.2254772186279297,False,False
topic-1286,Media,communication channels,mas_langgraph,Communication Studies,Communication,"[""Broadcasting"", ""Communication"", ""Advertising"", ""Information""]",False,0.7428571428571429,0.766598641872406,False,False
topic-1608,media,communication channels,mas_langgraph,Communication Studies,Communications,"[""Communications"", ""Information"", ""Signal""]",False,0.7777777777777779,0.8229573965072632,False,False
topic-2085,media ethics,journalistic ethics,mas_langgraph,Communication Studies,Journalism integrity,"[""Journalism integrity"", ""Professional journalism conduct"", ""Broadcasting standards"", ""Public discourse responsibility""]",False,0.6153846153846154,0.7839971780776978,False,False
topic-1609,medical ethics,healthcare ethics,mas_langgraph,Bioethics,Informed consent,"[""Medical ethics"", ""Informed consent"", ""Respect for persons""]",False,0.303030303030303,0.3451851010322571,False,False
topic-9361,medical psychology,health psychology,mas_langgraph,Psychology,Clinical psychology,"[""Clinical psychology"", ""Health psychology"", ""Behavioral medicine"", ""Psychotherapy""]",False,0.7222222222222221,0.7394377589225769,True,True
topic-2994,multilingualism,polyglotism,mas_langgraph,Linguistics,Bilingualism,"[""Bilingualism"", ""Language diversity"", ""Lingua franca"", ""Polyglotism""]",False,0.5217391304347826,0.3538472652435303,False,True
topic-3901,man-machine interaction,human-computer interaction,mas_langgraph,Human-Computer Interaction,Man-machine interface,"[""Man-machine interface"", ""Computer-human interface"", ""User-computer interface""]",False,0.5777777777777777,0.43292948603630066,False,False
topic-2002,human evolution,human development,mas_langgraph,Anthropology,Evolutionary process,"[""Evolutionary process"", ""Species development"", ""Genetic adaptation"", ""Ancestral origin"", ""Biological transformation"", ""Morphological change""]",False,0.32432432432432434,0.44707053899765015,False,False
topic-1610,human rights,Civil Liberties,mas_langgraph,Law,Citizen rights,"[""Citizen rights"", ""Personal freedoms"", ""Civil liberties"", ""Constitutional protections""]",False,0.48275862068965514,0.5917409062385559,True,True
topic-2102,mental effort,cognitive effort,mas_langgraph,Psychology,Cognitive exertion,"[""Mental strain"", ""Cognitive exertion"", ""Intellectual labor"", ""Concentration"", ""Problem-solving""]",False,0.7647058823529411,0.6080853939056396,False,False
topic-3521,metaphors,allegories,mas_langgraph,Linguistics,Figurative language,"[""Figurative language"", ""Verbal tropes"", ""Poetic devices"", ""Rhetorical devices""]",False,0.27586206896551724,0.25785255432128906,False,False
topic-1611,metaphysics,ontology,mas_langgraph,Philosophy,Ontology,"[""Epistemology"", ""Ontology"", ""Axiology""]",True,1.0,0.9999999403953552,True,True
topic-2008,metaphysics of reason and action,philosophy of action,mas_langgraph,Philosophy,Pragmatic philosophy of action,"[""Pragmatic philosophy of action"", ""Rational inquiry into moral agency"", ""Analytical study of practical knowledge""]",False,0.8,0.8421469926834106,False,False
topic-4885,meta models,higher-order models,mas_langgraph,Artificial Intelligence,Machine learning models,"[""Machine learning models"", ""Neural architectures""]",False,0.5853658536585367,0.37969011068344116,False,False
topic-1954,cross-cultural research methodology,intercultural research methods,mas_langgraph,Anthropology,Comparative cultural studies approach,"[""Comparative cultural studies approach"", ""Multicultural study design"", ""Ethnographic inquiry methodology"", ""Interdisciplinary research approach""]",False,0.5074626865671642,0.633175790309906,False,False
topic-1658,methodology and statistics,research methods and statistics,mas_langgraph,Statistics,Statistical procedures,"[""Statistical procedures"", ""Statistical analysis"", ""Quantitative methods"", ""Biostatistics""]",False,0.37735849056603776,0.7150850296020508,False,False
topic-1613,methodology,research methods,mas_langgraph,Research Methods,Approach,"[""Approach"", ""Strategy"", ""Procedure"", ""Framework"", ""Protocol""]",False,0.33333333333333337,0.515090823173523,False,False
topic-101,Methodology of civil law,Civil law methodology,mas_langgraph,Law,Jurisprudence,"[""Legal framework"", ""Jurisprudence"", ""Statutory approach""]",False,0.11764705882352944,0.5025647282600403,False,False
topic-3008,micro-econometrics,individual econometrics,mas_langgraph,Economics,Applied econometrics,"[""Applied econometrics"", ""Microeconomic analysis"", ""Small sample econometrics"", ""Econometric modeling"", ""Statistical analysis of economic data""]",False,0.6976744186046511,0.8116943836212158,False,False
topic-1614,microeconomics,individual economics,mas_langgraph,Economics,Behavioral economics,"[""Behavioral economics"", ""Neoclassical economics"", ""Marginal economics""]",False,0.7,0.7100780010223389,False,False
topic-1615,medieval philosophy; history of,medieval thought,mas_langgraph,Philosophy,Scholasticism,"[""Early Christian philosophy"", ""Classical philosophy"", ""Scholasticism"", ""Patristics""]",False,0.2068965517241379,0.4243963062763214,False,False
topic-3601,history of middle ages,medieval history,mas_langgraph,Medieval Studies,Middle European era,"[""Medieval antiquity"", ""Middle European era"", ""Byzantine age"", ""Feudal epoch""]",False,0.34285714285714286,0.641336977481842,False,False
topic-13602,medieval theology,Middle Ages theology,mas_langgraph,Theology,Ecclesiastical theology,"[""Ecclesiastical theology"", ""Scholastic theology"", ""Catholic theology"", ""Patristic theology"", ""Dogmatic theology"", ""Orthodox theology""]",False,0.6046511627906976,0.669032871723175,False,False
topic-1617,small and medium-sized enterprises,small businesses,mas_langgraph,Economics,Medium-sized firms,"[""Smaller enterprises"", ""Medium-sized firms"", ""Small businesses"", ""Microenterprises""]",False,0.36363636363636365,0.47874414920806885,True,True
topic-1618,migrants,immigrants,mas_langgraph,Demography,Refugees,"[""Refugees"", ""Displaced persons"", ""Sojourners""]",False,0.2222222222222222,0.7181000113487244,False,False
topic-15302,Migration Law,immigration law,mas_langgraph,Law,Immigration Regulation,"[""Immigration Regulation"", ""Deportation Procedure"", ""Asylum Policy"", ""Border Control Legislation""]",False,0.7567567567567568,0.7631529569625854,False,False
topic-3013,environmental economics,ecological economics,mas_langgraph,Economics,Ecological economics,"[""Ecological economics"", ""Environmental finance"", ""Green economics"", ""Natural resource economics""]",True,1.0,1.0000001192092896,True,True
topic-1619,environmental policy,ecological policy,mas_langgraph,Environmental Policy,Eco-management,"[""Eco-management"", ""Sustainable governance"", ""Policy framework"", ""Regulatory framework""]",False,0.2666666666666667,0.5918564796447754,False,False
topic-1621,environmental impact study,environmental assessment,mas_langgraph,Environmental Science,Impact assessment,"[""Climate change impact analysis"", ""Impact assessment"", ""Assessment of ecological effects"", ""Sustainability analysis"", ""Ecological appraisal"", ""Ecosystem evaluation""]",False,0.6829268292682926,0.508861780166626,False,False
topic-1625,environmental management,ecological management,mas_langgraph,Environmental Management,Environmental regulation,"[""Environmental regulation"", ""Pollution control"", ""Sustainability"", ""Conservation"", ""Resource stewardship""]",False,0.3111111111111111,0.5358619689941406,False,False
topic-1626,environmental law,ecological law,mas_langgraph,Law,Environmental governance,"[""Environmental governance"", ""Ecological regulation"", ""Conservation law"", ""Regulatory ecology""]",False,0.3157894736842105,0.5563122630119324,False,False
topic-1627,environmental criminal law,ecological criminal law,mas_langgraph,Law,Environmental governance,"[""Environmental governance"", ""Ecological regulation"", ""Regulatory ecology"", ""Ecolegal framework""]",False,0.3829787234042554,0.47631463408470154,False,False
topic-11621,doctrines of war,Military doctrine,mas_langgraph,Military History,Warfare doctrines,"[""Warfare doctrines"", ""Tactics of war"", ""Principles of combat"", ""Guiding principles of military operations""]",False,0.6470588235294117,0.7485727667808533,False,False
topic-1629,minorities,ethnic groups,mas_langgraph,Anthropology,Minority groups,"[""Minority groups"", ""Disadvantaged populations"", ""Excluded populations"", ""Underrepresented groups"", ""Marginalized communities"", ""Underserved groups""]",False,0.6428571428571428,0.7061237096786499,False,False
topic-5821,modeling,simulation,mas_langgraph,Operations Research,Simulation,"[""Simulation"", ""Forecasting"", ""Prediction"", ""Representation""]",True,1.0,1.0,True,True
topic-6441,models,frameworks,mas_langgraph,Mathematics,Frameworks,"[""Frameworks"", ""Representations"", ""Formulations"", ""Schemes""]",True,1.0,1.0,True,True
topic-1863,modern devotion,contemporary piety,mas_langgraph,Religion Studies,Modern worship,"[""Modern worship"", ""Devotional fervor"", ""Faithful allegiance"", ""Religious observance"", ""Contemporary piety""]",False,0.3125,0.47722747921943665,False,True
topic-2041,modern philosophy; history of,contemporary philosophy history,mas_langgraph,Philosophy,Philosophical era,"[""Philosophical era"", ""Modern intellectual tradition"", ""Contemporary thought; intellectual movement""]",False,0.45833333333333337,0.702553391456604,False,False
topic-11961,modernisation,modernisation,mas_langgraph,Economics,Contemporary development,"[""Contemporary development"", ""Economic restructuring"", ""Adaptation to change"", ""Structural adjustment""]",False,0.32432432432432434,0.5963649749755859,False,False
topic-1632,mother tongue; education,native language education,mas_langgraph,Linguistics/Education,First language,"[""First language"", ""Native language"", ""Parental instruction"", ""Early learning""]",False,0.5128205128205128,0.5114187002182007,False,False
topic-3388,monetary policy,financial policy,mas_langgraph,Economics,Monetary regulation,"[""Monetary regulation"", ""Fiscal policy"", ""Central bank management"", ""Financial stability intervention"", ""Interest rate adjustment"", ""Credit creation regulation""]",False,0.2857142857142857,0.5827732086181641,False,False
topic-1633,monetary economics,financial economics,mas_langgraph,Economics,Financial economics,"[""Financial economics"", ""Economic finance"", ""Public finance theory""]",True,1.0,1.0,True,True
topic-12941,moral responsibility,ethical accountability,mas_langgraph,Ethics,Accountability,"[""Accountability"", ""Justice"", ""Virtue"", ""Duty"", ""Rectitude""]",False,0.7777777777777779,0.8368020057678223,False,False
topic-10441,morphology,linguistic morphology,mas_langgraph,Biology,Form,"[""Structure"", ""Shape"", ""Form""]",False,0.16000000000000003,0.18197369575500488,False,False
topic-7882,muslims - christians dialogue,interfaith dialogue,mas_langgraph,Interfaith Studies,Faith-Based Engagement,"[""Faith-Based Engagement"", ""Multifaith Interaction""]",False,0.44999999999999996,0.2681926488876343,False,False
topic-3794,motivation,drive,mas_langgraph,Psychology,Incentive,"[""Incentive"", ""Inspiration"", ""Urgency"", ""Stimulus"", ""Drive""]",False,0.4285714285714286,0.21953317523002625,False,True
topic-9201,multi level analysis,hierarchical analysis,mas_langgraph,Statistics,Hierarchical analysis,"[""Hierarchical analysis"", ""Multilevel modeling"", ""Nested analysis""]",True,1.0,0.9999999403953552,True,True
topic-3039,multiculturalism,cultural diversity,mas_langgraph,Anthropology/Social Sciences,Cultural pluralism,"[""Cosmopolitanism"", ""Cultural pluralism""]",False,0.6111111111111112,0.5883148908615112,False,False
topic-1951,multicultural society,diverse society,mas_langgraph,Sociology,Inclusive society,"[""Inclusive society"", ""Diverse community"", ""Pluralistic culture"", ""Heterogeneous society"", ""Interethnic community""]",False,0.6875,0.6545831561088562,False,False
topic-1956,multicultural city,diverse city,mas_langgraph,Urban Studies/Social Sciences,Diverse metropolis,"[""Diverse metropolis"", ""Pluralistic municipality"", ""Vibrant cosmopolis"", ""Cosmopolitan hub""]",False,0.6,0.8067519068717957,False,False
topic-1635,multimedia,mixed media,mas_langgraph,Information Technology,Integrated multimedia,"[""Integrated multimedia"", ""Multimodal communication"", ""Multidisciplinary media"", ""Interactive content""]",False,0.5625,0.5973336696624756,False,False
topic-12122,"Nancy, Jean-Luc (1940-)",contemporary philosopher,mas_langgraph,Philosophy,Hume,"[""Hume"", ""Locke"", ""Spinoza"", ""Kant"", ""Descartes""]",False,0.1428571428571429,0.323489248752594,False,False
topic-10901,nanotechnology,Nanoengineering,mas_langgraph,Engineering and Materials Science,Nanomaterials science,"[""Nanomaterials science"", ""Nanoengineering"", ""Nanostructured materials""]",False,0.4444444444444444,0.6838578581809998,True,True
