topic,term,ground_truth,method,prediction,candidates,num_final_candidates,time_seconds,exact_top1,exact_any,recall_at_3,recall_at_5,precision_at_5,mrr,fuzzy_similarity,semantic_similarity,top_3_accuracy,top_5_accuracy
topic-5551,business modelling,business analytics,mas_base,modelling,"[""modelling"", ""modeling"", ""Business Strategy"", ""business organisation"", ""business enterprise""]",5,1.011965036392212,False,False,False,False,0.0,0.0,0.717948717948718,0.5563439130783081,False,False
topic-5551,business modelling,business analytics,mas_llm_ranker,business organisation,"[""business organisation"", ""Organizational Design"", ""Entrepreneurial Framework"", ""Strategic Planning"", ""Market Analysis and Planning""]",5,4.313037872314453,False,False,False,False,0.0,0.0,0.717948717948718,0.513171374797821,False,False
topic-5551,business modelling,business analytics,mas_safe_hybrid,modelling,"[""modelling"", ""business organisation"", ""modeling"", ""Business Strategy"", ""business enterprise""]",5,3.730808734893799,False,False,False,False,0.0,0.0,0.717948717948718,0.5563439130783081,False,False
topic-1320,business economics,managerial economics,same_term,business economics,"[""business economics""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.631578947368421,0.7814818620681763,False,False
topic-1320,business economics,managerial economics,wordnet_direct,,[],0,3.5762786865234375e-05,False,False,False,False,0.0,0.0,0.0,0.1443584114313125,False,False
topic-1320,business economics,managerial economics,embedding_wordnet,economics,"[""economics"", ""economic"", ""economic science"", ""economy"", ""economic theory""]",5,0.0156221389770507,False,False,False,False,0.0,0.0,0.6206896551724138,0.7711800336837769,False,False
topic-1320,business economics,managerial economics,llm_zero_shot,commercial economics,"[""commercial economics"", ""economic management"", ""organizational economics"", ""corporate finance"", ""management economics""]",5,0.6142432689666748,False,False,False,False,0.0,0.0,0.8,0.9093148708343506,False,False
topic-1320,business economics,managerial economics,llm_expansion,economics,"[""economics"", ""economic"", ""economic science"", ""corporate finance"", ""management""]",5,0.8384501934051514,False,False,False,False,0.0,0.0,0.6206896551724138,0.7711800336837769,False,False
topic-1320,business economics,managerial economics,llm_rerank,commercial economics,"[""commercial economics"", ""firm economics"", ""organizational economics"", ""market economics"", ""entrepreneurial economics""]",5,0.9371144771575928,False,False,False,False,0.0,0.0,0.8,0.7940254211425781,False,False
topic-1320,business economics,managerial economics,hybrid_fusion,Economic Policy,"[""Economic Policy"", ""Corporate Economics"", ""Commercial Economics"", ""Organizational Economics"", ""Entrepreneurial Economics""]",5,2.68702244758606,False,False,False,False,0.0,0.0,0.8,0.7940254211425781,False,False
topic-1320,business economics,managerial economics,mas_base,economics,"[""economics"", ""firm economics"", ""economic"", ""commercial economics"", ""organizational economics""]",5,0.9655981063842772,False,False,False,False,0.0,0.0,0.8,0.7940254211425781,False,False
topic-1320,business economics,managerial economics,mas_llm_ranker,business,"[""business"", ""economics"", ""economic"", ""microeconomic"", ""macroeconomic""]",5,4.6059229373931885,False,False,False,False,0.0,0.0,0.6666666666666667,0.7711800336837769,False,False
topic-1320,business economics,managerial economics,mas_safe_hybrid,economics,"[""economics"", ""economic"", ""Commercial Economics"", ""Organizational Economics"", ""economic science""]",5,3.595232486724853,False,False,False,False,0.0,0.0,0.8,0.7940254211425781,False,False
topic-1321,business ethics,corporate ethics,same_term,business ethics,"[""business ethics""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.5161290322580645,0.8762365579605103,False,False
topic-1321,business ethics,corporate ethics,wordnet_direct,,[],0,3.0517578125e-05,False,False,False,False,0.0,0.0,0.0,0.1891384571790695,False,False
topic-1321,business ethics,corporate ethics,embedding_wordnet,ethics,"[""ethics"", ""ethical"", ""ethically"", ""ethical motive"", ""moral philosophy""]",5,0.0171847343444824,False,False,False,False,0.0,0.0,0.5454545454545454,0.7825384140014648,False,False
topic-1321,business ethics,corporate ethics,llm_zero_shot,Corporate Morality,"[""Corporate Morality"", ""Professional Conduct"", ""Moral Business Practices"", ""Ethical Business Behavior"", ""Business Integrity""]",5,0.6509864330291748,False,False,False,False,0.0,0.0,0.6470588235294117,0.804072380065918,False,False
topic-1321,business ethics,corporate ethics,llm_expansion,morality,"[""morality"", ""integrity"", ""professionalism"", ""moralisation"", ""moralize""]",5,0.8742425441741943,False,False,False,False,0.0,0.0,0.3571428571428571,0.5353942513465881,False,False
topic-1321,business ethics,corporate ethics,llm_rerank,Business Morality,"[""Business Morality"", ""Moral Business Practices"", ""Ethical Management"", ""Socially Responsible Business"", ""Corporate Social Responsibility""]",5,0.9721834659576416,False,False,False,False,0.0,0.0,0.5106382978723405,0.7555348873138428,False,False
topic-1321,business ethics,corporate ethics,hybrid_fusion,Ethical Business Practice,"[""Ethical Business Practice"", ""ethics in commerce"", ""business morality"", ""moral business practices"", ""moral principles in business""]",5,2.9471635818481445,False,False,False,False,0.0,0.0,0.4499999999999999,0.7174670696258545,False,False
topic-1321,business ethics,corporate ethics,mas_base,ethics,"[""ethics"", ""Business Morality"", ""Moral Business Practices"", ""ethical"", ""Ethical Management""]",5,1.1797285079956057,False,False,False,False,0.0,0.0,0.5454545454545454,0.7825384140014648,False,False
topic-1321,business ethics,corporate ethics,mas_llm_ranker,moral philosophy,"[""moral philosophy"", ""moral obligation"", ""morality"", ""Professional Conduct"", ""Organizational Morality""]",5,3.5341551303863525,False,False,False,False,0.0,0.0,0.4375,0.6591160893440247,False,False
topic-1321,business ethics,corporate ethics,mas_safe_hybrid,ethics,"[""ethics"", ""Moral Business Practices"", ""Ethical Management"", ""ethical"", ""moral philosophy""]",5,4.619131326675415,False,False,False,False,0.0,0.0,0.5454545454545454,0.7825384140014648,False,False
topic-2532,business studies,business administration,same_term,business studies,"[""business studies""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.6153846153846154,0.6260528564453125,False,False
topic-2532,business studies,business administration,wordnet_direct,,[],0,3.409385681152344e-05,False,False,False,False,0.0,0.0,0.0,0.1878536343574524,False,False
topic-2532,business studies,business administration,embedding_wordnet,business school,"[""business school"", ""business"", ""business firm"", ""business enterprise"", ""business activity""]",5,0.0178678035736084,False,False,False,False,0.0,0.0,0.65,0.6872696876525879,False,False
topic-2532,business studies,business administration,llm_zero_shot,Business Education,"[""Business Education"", ""Commercial Science"", ""Management Studies"", ""Organizational Behavior"", ""Economic and Social Sciences""]",5,0.6416769027709961,False,False,False,False,0.0,0.0,0.7317073170731707,0.6230489015579224,False,False
topic-2532,business studies,business administration,llm_expansion,corporate finance,"[""corporate finance"", ""business school"", ""finance"", ""finance company"", ""management""]",5,0.8337433338165283,False,False,False,False,0.0,0.0,0.5789473684210527,0.6687067747116089,False,False
topic-2532,business studies,business administration,llm_rerank,Management Studies,"[""Management Studies"", ""Business Administration"", ""Economics and Commerce"", ""Economic and Social Sciences"", ""Market and Industry Analysis""]",5,0.973841428756714,False,True,True,True,0.2,0.5,1.0,0.9999997615814208,True,True
topic-2532,business studies,business administration,hybrid_fusion,Management Studies,"[""Management Studies"", ""Organizational Studies"", ""Entrepreneurship Studies"", ""Economics and Business"", ""Business Administration""]",5,2.78434419631958,False,True,False,True,0.2,0.2,1.0,1.0,False,True
topic-2532,business studies,business administration,mas_base,business school,"[""business school"", ""Management Studies"", ""business firm"", ""business"", ""business enterprise""]",5,0.9965331554412842,False,False,False,False,0.0,0.0,0.6190476190476191,0.6872696876525879,False,False
topic-2532,business studies,business administration,mas_llm_ranker,Business Administration,"[""Business Administration"", ""Management Studies"", ""Commercial Science"", ""Economic and Social Sciences"", ""field of study""]",5,2.6962037086486816,True,True,True,True,0.2,1.0,1.0,0.9999997615814208,True,True
topic-2532,business studies,business administration,mas_safe_hybrid,Management Studies,"[""Management Studies"", ""Business Administration"", ""business school"", ""business firm"", ""business enterprise""]",5,2.6507656574249268,False,True,True,True,0.2,0.5,1.0,0.9999999403953552,True,True
topic-15222,Firm relocation,business relocation,same_term,Firm relocation,"[""Firm relocation""]",1,2.1457672119140625e-06,False,False,False,False,0.0,0.0,0.7058823529411764,0.8464537858963013,False,False
topic-15222,Firm relocation,business relocation,wordnet_direct,,[],0,2.5510787963867188e-05,False,False,False,False,0.0,0.0,0.0,0.0544703230261802,False,False
topic-15222,Firm relocation,business relocation,embedding_wordnet,relocation,"[""relocation"", ""moving company"", ""relocate"", ""relocated"", ""firm""]",5,0.0159132480621337,False,False,False,False,0.0,0.0,0.6896551724137931,0.8614787459373474,False,False
topic-15222,Firm relocation,business relocation,llm_zero_shot,Corporate Relocation,"[""Corporate Relocation"", ""Business Reassignment"", ""Organizational Move"", ""Company Redeployment"", ""Enterprise Relocation""]",5,0.660874605178833,False,False,False,False,0.0,0.0,0.7,0.9007318615913392,False,False
topic-15222,Firm relocation,business relocation,llm_expansion,moving company,"[""moving company"", ""relocation"", ""reorganization"", ""relocate"", ""organizational""]",5,0.830164909362793,False,False,False,False,0.0,0.0,0.6896551724137931,0.8614787459373474,False,False
topic-15222,Firm relocation,business relocation,llm_rerank,Company move,"[""Company move"", ""Business transfer"", ""Corporate reassignment"", ""Workforce realignment"", ""Enterprise migration""]",5,0.9610269069671632,False,False,False,False,0.0,0.0,0.6666666666666667,0.7446472644805908,False,False
topic-15222,Firm relocation,business relocation,hybrid_fusion,Relocation,"[""Relocation"", ""Corporate Relocation"", ""Business relocation"", ""Company move"", ""Employer-Sponsored Move""]",5,2.957818984985352,False,True,True,True,0.2,0.3333333333333333,1.0,1.000000238418579,True,True
topic-15222,Firm relocation,business relocation,mas_base,relocation,"[""relocation"", ""relocate"", ""moving company"", ""Company move"", ""relocated""]",5,0.9305570125579834,False,False,False,False,0.0,0.0,0.6896551724137931,0.8614787459373474,False,False
topic-15222,Firm relocation,business relocation,mas_llm_ranker,relocation,"[""relocation"", ""relocate"", ""migrate"", ""move"", ""migration""]",5,3.1884446144104004,False,False,False,False,0.0,0.0,0.6896551724137931,0.8614787459373474,False,False
topic-15222,Firm relocation,business relocation,mas_safe_hybrid,relocation,"[""relocation"", ""relocate"", ""moving company"", ""relocated"", ""Company reorganization""]",5,3.761003017425537,False,False,False,False,0.0,0.0,0.6896551724137931,0.8614787459373474,False,False
topic-7801,companies,businesses,same_term,companies,"[""companies""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.3157894736842105,0.7675407528877258,False,False
topic-7801,companies,businesses,wordnet_direct,company,"[""company"", ""companionship"", ""fellowship"", ""society"", ""troupe"", ""caller"", ""party"", ""ship's company"", ""companion"", ""accompany"", ""keep company""]",11,0.0002722740173339,False,False,False,False,0.0,0.0,0.3529411764705882,0.6884815096855164,False,False
topic-7801,companies,businesses,embedding_wordnet,company,"[""company"", ""corporate"", ""corporation"", ""corp"", ""industry""]",5,0.0168640613555908,False,False,False,False,0.0,0.0,0.3333333333333333,0.727892279624939,False,False
topic-7801,companies,businesses,llm_zero_shot,Firms,"[""Firms"", ""Enterprises"", ""Organizations"", ""Businesses"", ""Corporations""]",5,0.6104393005371094,False,True,False,True,0.2,0.25,1.0,1.0,False,True
topic-7801,companies,businesses,llm_expansion,corporate,"[""corporate"", ""corporation"", ""business firm"", ""conglomerate"", ""organizational""]",5,0.8234968185424805,False,False,False,False,0.0,0.0,0.6956521739130435,0.7290070056915283,False,False
topic-7801,companies,businesses,llm_rerank,corporations,"[""corporations"", ""firms"", ""businesses"", ""enterprises"", ""organizations""]",5,0.8865818977355957,False,True,True,True,0.2,0.3333333333333333,1.0,1.0,True,True
topic-7801,companies,businesses,hybrid_fusion,corporations,"[""corporations"", ""firms"", ""businesses"", ""enterprises"", ""organizations""]",5,2.9199979305267334,False,True,True,True,0.2,0.3333333333333333,1.0,1.0,True,True
topic-7801,companies,businesses,mas_base,company,"[""company"", ""corporations"", ""corporate"", ""firms"", ""corporation""]",5,0.8549418449401855,False,False,False,False,0.0,0.0,0.2727272727272727,0.7483863830566406,False,False
topic-7801,companies,businesses,mas_llm_ranker,company,"[""company"", ""corporation"", ""corp"", ""business firm"", ""limited company""]",5,2.721261739730835,False,False,False,False,0.0,0.0,0.6956521739130435,0.7290070056915283,False,False
topic-7801,companies,businesses,mas_safe_hybrid,company,"[""company"", ""firms"", ""corporations"", ""corporate"", ""corporation""]",5,3.764039516448975,False,False,False,False,0.0,0.0,0.2727272727272727,0.7483863830566406,False,False
topic-8685,bounded rationality,limited rationality,same_term,bounded rationality,"[""bounded rationality""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.736842105263158,0.691673755645752,False,False
topic-8685,bounded rationality,limited rationality,wordnet_direct,,[],0,4.9591064453125e-05,False,False,False,False,0.0,0.0,0.0,0.2027851045131683,False,False
topic-8685,bounded rationality,limited rationality,embedding_wordnet,rationalness,"[""rationalness"", ""boundedness"", ""rational"", ""rationality"", ""bounded""]",5,0.0157108306884765,False,False,False,False,0.0,0.0,0.7333333333333334,0.8427515029907227,False,False
topic-8685,bounded rationality,limited rationality,llm_zero_shot,Limited Rationality,"[""Limited Rationality"", ""Pragmatic Rationality"", ""Restricted Rationality"", ""Practical Rationality"", ""Constrained Rationality""]",5,0.7050049304962158,True,True,True,True,0.2,1.0,1.0,1.000000238418579,True,True
topic-8685,bounded rationality,limited rationality,llm_expansion,rationalness,"[""rationalness"", ""rationality"", ""rationalization"", ""rationalisation"", ""rationalise""]",5,0.9626572132110596,False,False,False,False,0.0,0.0,0.7333333333333334,0.8427515029907227,False,False
topic-8685,bounded rationality,limited rationality,llm_rerank,Restricted Rationality,"[""Restricted Rationality"", ""Limited Rationality"", ""Constrained Rationality"", ""Approximate Rationality"", ""Pragmatically Limited Rationality""]",5,1.183665752410889,False,True,True,True,0.2,0.5,1.0,1.000000238418579,True,True
topic-8685,bounded rationality,limited rationality,hybrid_fusion,Restricted Rationality,"[""Restricted Rationality"", ""Limited Rationality"", ""rational approximation"", ""Simplified Rationality"", ""pragmatic boundedness""]",5,3.006037712097168,False,True,True,True,0.2,0.5,1.0,1.000000238418579,True,True
topic-8685,bounded rationality,limited rationality,mas_base,Limited Rationality,"[""Limited Rationality"", ""Restricted Rationality"", ""Constrained Rationality"", ""rationality"", ""rational""]",5,1.0885164737701416,True,True,True,True,0.2,1.0,1.0,1.0000001192092896,True,True
topic-8685,bounded rationality,limited rationality,mas_llm_ranker,boundedness,"[""boundedness"", ""rationality"", ""bounded"", ""Pragmatic Rationality"", ""Restricted Rationality""]",5,3.686501026153565,False,False,False,False,0.0,0.0,0.7804878048780488,0.8900645971298218,False,False
topic-8685,bounded rationality,limited rationality,mas_safe_hybrid,boundedness,"[""boundedness"", ""Restricted Rationality"", ""Limited Rationality"", ""bounded"", ""rationality""]",5,4.837914705276489,False,True,True,True,0.2,0.3333333333333333,1.0,1.0000001192092896,True,True
topic-5681,information systems management,IT management,same_term,information systems management,"[""information systems management""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.6046511627906976,0.7540761828422546,False,False
topic-5681,information systems management,IT management,wordnet_direct,,[],0,2.9325485229492188e-05,False,False,False,False,0.0,0.0,0.0,0.1806855201721191,False,False
topic-5681,information systems management,IT management,embedding_wordnet,information system,"[""information system"", ""information technology"", ""information processing system"", ""information science"", ""electronic information service""]",5,0.0156631469726562,False,False,False,False,0.0,0.0,0.3870967741935484,0.6074286699295044,False,False
topic-5681,information systems management,IT management,llm_zero_shot,IT Management,"[""IT Management"", ""Computer Systems Administration"", ""Information Technology Management"", ""Digital Asset Management"", ""Technology Governance""]",5,0.6285462379455566,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-5681,information systems management,IT management,llm_expansion,information technology,"[""information technology"", ""management"", ""technology administration"", ""computer system"", ""system administrator""]",5,0.8614673614501953,False,False,False,False,0.0,0.0,0.8695652173913043,0.7329800724983215,False,False
topic-5681,information systems management,IT management,llm_rerank,Information Technology Management,"[""Information Technology Management"", ""Organizational Information Systems"", ""Data Administration"", ""Administrative Computing"", ""Technological Operations Management""]",5,1.0318856239318848,False,False,False,False,0.0,0.0,0.5652173913043479,0.77135169506073,False,False
topic-5681,information systems management,IT management,hybrid_fusion,Organizational Information Systems Management,"[""Organizational Information Systems Management"", ""Information Technology Management"", ""Organizational Information Management"", ""IT management"", ""Computer systems management""]",5,3.044001579284668,False,True,False,True,0.2,0.25,1.0,1.0000001192092896,False,True
topic-5681,information systems management,IT management,mas_base,Information Technology Management,"[""Information Technology Management"", ""Organizational Information Systems"", ""information system"", ""information technology"", ""information science""]",5,1.0688762664794922,False,False,False,False,0.0,0.0,0.5652173913043479,0.77135169506073,False,False
topic-5681,information systems management,IT management,mas_llm_ranker,information system,"[""information system"", ""management control"", ""technology administration"", ""database management"", ""software system""]",5,2.779752492904663,False,False,False,False,0.0,0.0,0.75,0.6717150211334229,False,False
topic-5681,information systems management,IT management,mas_safe_hybrid,Organizational Information Systems Management,"[""Organizational Information Systems Management"", ""information system"", ""Information Technology Management"", ""information technology"", ""information science""]",5,2.876870632171631,False,False,False,False,0.0,0.0,0.5652173913043479,0.7713518142700195,False,False
topic-2536,taxes,levies,same_term,taxes,"[""taxes""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.3636363636363636,0.281139075756073,False,False
topic-2536,taxes,levies,wordnet_direct,tax,"[""tax"", ""taxation"", ""revenue enhancement"", ""taxis"", ""assess"", ""task""]",6,0.0002017021179199,False,False,False,False,0.0,0.0,0.3636363636363636,0.3747373819351196,False,False
topic-2536,taxes,levies,embedding_wordnet,tax,"[""tax"", ""taxation"", ""tax revenue"", ""irs"", ""tax law""]",5,0.015573501586914,False,False,False,False,0.0,0.0,0.4444444444444444,0.2968125641345978,False,False
topic-2536,taxes,levies,llm_zero_shot,Taxes,"[""Taxes"", ""Duties"", ""Assessments"", ""Imposts"", ""Contributions""]",5,0.6321687698364258,False,False,False,False,0.0,0.0,0.5,0.3295034766197204,False,False
topic-2536,taxes,levies,llm_expansion,tax,"[""tax"", ""assessment"", ""tax revenue"", ""taxation"", ""special assessment""]",5,0.8434534072875977,False,False,False,False,0.0,0.0,0.3529411764705882,0.2968125641345978,False,False
topic-2536,taxes,levies,llm_rerank,Revenues,"[""Revenues"", ""Tariffs"", ""Surcharges"", ""Duties"", ""Contributions""]",5,0.9033899307250975,False,False,False,False,0.0,0.0,0.5714285714285714,0.3732726573944092,False,False
topic-2536,taxes,levies,hybrid_fusion,Revenue,"[""Revenue"", ""Revenues"", ""Tariff"", ""Tariffs"", ""Fees""]",5,2.9254934787750244,False,False,False,False,0.0,0.0,0.6,0.3732726275920868,False,False
topic-2536,taxes,levies,mas_base,tax,"[""tax"", ""taxation"", ""tax revenue"", ""tax law"", ""tax income""]",5,0.9478070735931396,False,False,False,False,0.0,0.0,0.3529411764705882,0.2968125641345978,False,False
topic-2536,taxes,levies,mas_llm_ranker,income tax,"[""income tax"", ""tax revenue"", ""tax income"", ""tax bill"", ""tax return""]",5,5.1740827560424805,False,False,False,False,0.0,0.0,0.3529411764705882,0.1734799891710281,False,False
topic-2536,taxes,levies,mas_safe_hybrid,tax,"[""tax"", ""income tax"", ""tax revenue"", ""taxation"", ""tax income""]",5,5.635711669921875,False,False,False,False,0.0,0.0,0.3529411764705882,0.2968125641345978,False,False
topic-1327,tax law,fiscal law,same_term,tax law,"[""tax law""]",1,1.6689300537109375e-06,False,False,False,False,0.0,0.0,0.5882352941176471,0.7083753347396851,False,False
topic-1327,tax law,fiscal law,wordnet_direct,,[],0,8.702278137207031e-05,False,False,False,False,0.0,0.0,0.0,0.1457043886184692,False,False
topic-1327,tax law,fiscal law,embedding_wordnet,tax,"[""tax"", ""taxation"", ""tax policy"", ""taxability"", ""taxable""]",5,0.0181012153625488,False,False,False,False,0.0,0.0,0.3,0.6062184572219849,False,False
topic-1327,tax law,fiscal law,llm_zero_shot,Revenue Code,"[""Revenue Code"", ""Tax Legislation"", ""Statutory Taxation"", ""Income Regulation"", ""Fiscal Policy""]",5,0.6353766918182373,False,False,False,False,0.0,0.0,0.6956521739130435,0.7800379991531372,False,False
topic-1327,tax law,fiscal law,llm_expansion,tax policy,"[""tax policy"", ""tax"", ""taxation"", ""tax assessment"", ""direct tax""]",5,0.8343522548675537,False,False,False,False,0.0,0.0,0.4,0.6062184572219849,False,False
topic-1327,tax law,fiscal law,llm_rerank,Tax Legislation,"[""Tax Legislation"", ""Income Tax Act"", ""Revenue Code"", ""Statutory Provisions"", ""Financial Regulation""]",5,1.0110340118408203,False,False,False,False,0.0,0.0,0.5333333333333333,0.6434149742126465,False,False
topic-1327,tax law,fiscal law,hybrid_fusion,Taxation Law,"[""Taxation Law"", ""Tax Act"", ""Tax statute"", ""Tax legislation"", ""Jurisprudence of taxation""]",5,3.153448820114136,False,False,False,False,0.0,0.0,0.4545454545454546,0.7151880860328674,False,False
topic-1327,tax law,fiscal law,mas_base,tax,"[""tax"", ""Tax Legislation"", ""taxation"", ""tax policy"", ""taxable""]",5,0.9329867362976074,False,False,False,False,0.0,0.0,0.3199999999999999,0.6434149742126465,False,False
topic-1327,tax law,fiscal law,mas_llm_ranker,Income Tax Act,"[""Income Tax Act"", ""Revenue Code"", ""Statutory Provisions"", ""Tax Legislation"", ""tax""]",5,2.121737003326416,False,False,False,False,0.0,0.0,0.4166666666666666,0.6434149742126465,False,False
topic-1327,tax law,fiscal law,mas_safe_hybrid,Income Tax Act,"[""Income Tax Act"", ""tax"", ""Tax Legislation"", ""taxation"", ""tax policy""]",5,4.940389633178711,False,False,False,False,0.0,0.0,0.4166666666666666,0.6434149742126465,False,False
topic-1328,investment,investing,same_term,investment,"[""investment""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.736842105263158,0.9028321504592896,False,False
topic-1328,investment,investing,wordnet_direct,investing,"[""investing"", ""investment funds"", ""investiture""]",3,0.0002200603485107,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1328,investment,investing,embedding_wordnet,investing,"[""investing"", ""invest"", ""investiture"", ""investor"", ""investment funds""]",5,0.0172085762023925,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1328,investment,investing,llm_zero_shot,Outlay,"[""Outlay"", ""Expenditure"", ""Commitment"", ""Allocation"", ""Capitalization""]",5,0.5993857383728027,False,False,False,False,0.0,0.0,0.3478260869565217,0.3933474123477936,False,False
topic-1328,investment,investing,llm_expansion,return on investment,"[""return on investment"", ""capital expenditure"", ""financial backing"", ""funding"", ""return on invested capital""]",5,0.8258445262908936,False,False,False,False,0.0,0.0,0.5,0.7168512344360352,False,False
topic-1328,investment,investing,llm_rerank,Capital expenditure,"[""Capital expenditure"", ""Expenditure"", ""Risk-taking"", ""Venture"", ""Allocation""]",5,0.8596670627593994,False,False,False,False,0.0,0.0,0.6,0.4725832343101501,False,False
topic-1328,investment,investing,hybrid_fusion,funding,"[""funding"", ""capital expenditure"", ""expenditure"", ""endowment"", ""asset acquisition""]",5,2.526485681533813,False,False,False,False,0.0,0.0,0.5,0.5184712409973145,False,False
topic-1328,investment,investing,mas_base,investing,"[""investing"", ""invest"", ""investiture"", ""investment funds"", ""investor""]",5,0.9186053276062012,True,True,True,True,0.2,1.0,1.0,1.0,True,True
topic-1328,investment,investing,mas_llm_ranker,invest,"[""invest"", ""investing"", ""funds"", ""fund"", ""mutual fund""]",5,3.7112009525299072,False,True,True,True,0.2,0.5,1.0,1.0,True,True
topic-1328,investment,investing,mas_safe_hybrid,invest,"[""invest"", ""investing"", ""investiture"", ""investor"", ""investment funds""]",5,3.0620763301849365,False,True,True,True,0.2,0.5,1.0,1.0,True,True
topic-11441,investor behaviour,Investor psychology,same_term,investor behaviour,"[""investor behaviour""]",1,2.1457672119140625e-06,False,False,False,False,0.0,0.0,0.5945945945945945,0.8171998858451843,False,False
topic-11441,investor behaviour,Investor psychology,wordnet_direct,,[],0,3.0517578125e-05,False,False,False,False,0.0,0.0,0.0,0.1061526611447334,False,False
topic-11441,investor behaviour,Investor psychology,embedding_wordnet,investor,"[""investor"", ""corporate investor"", ""investment"", ""investing"", ""invest""]",5,0.0158736705780029,False,False,False,False,0.0,0.0,0.5925925925925926,0.7401723861694336,False,False
topic-11441,investor behaviour,Investor psychology,llm_zero_shot,Investment Patterns,"[""Investment Patterns"", ""Portfolio Choices"", ""Risk Tendencies"", ""Financial Decisions"", ""Asset Allocation Habits""]",5,0.6535921096801758,False,False,False,False,0.0,0.0,0.4736842105263158,0.5875126719474792,False,False
topic-11441,investor behaviour,Investor psychology,llm_expansion,investment,"[""investment"", ""investing"", ""investor"", ""invest"", ""return on investment""]",5,0.8793764114379883,False,False,False,False,0.0,0.0,0.5925925925925926,0.7401723861694336,False,False
topic-11441,investor behaviour,Investor psychology,llm_rerank,Investment behavior,"[""Investment behavior"", ""Financial risk attitude"", ""Market participation habits"", ""Financial decision-making process"", ""Asset allocation choice""]",5,1.0086474418640137,False,False,False,False,0.0,0.0,0.4736842105263158,0.714485764503479,False,False
topic-11441,investor behaviour,Investor psychology,hybrid_fusion,investment behavior,"[""investment behavior"", ""investor psychology"", ""Investment Habits"", ""financier behavior"", ""investment decision-making""]",5,3.093165636062622,False,True,True,True,0.2,0.5,1.0,1.0000001192092896,True,True
topic-11441,investor behaviour,Investor psychology,mas_base,Investment behavior,"[""Investment behavior"", ""investor"", ""corporate investor"", ""investment"", ""investing""]",5,1.0105831623077393,False,False,False,False,0.0,0.0,0.5925925925925926,0.7401723861694336,False,False
topic-11441,investor behaviour,Investor psychology,mas_llm_ranker,Investment behavior,"[""Investment behavior"", ""Risk-taking propensity"", ""Financial decision-making patterns"", ""Portfolio management habits"", ""Capital allocation tendencies""]",5,3.9037928581237793,False,False,False,False,0.0,0.0,0.4736842105263158,0.714485764503479,False,False
topic-11441,investor behaviour,Investor psychology,mas_safe_hybrid,Investment behavior,"[""Investment behavior"", ""investor"", ""corporate investor"", ""investment"", ""investing""]",5,4.214494466781616,False,False,False,False,0.0,0.0,0.5925925925925926,0.7401723861694336,False,False
topic-6461,mutual fund,investment fund,same_term,mutual fund,"[""mutual fund""]",1,1.9073486328125e-06,False,False,False,False,0.0,0.0,0.5384615384615384,0.8848641514778137,False,False
topic-6461,mutual fund,investment fund,wordnet_direct,mutual fund company,"[""mutual fund company"", ""open-end fund"", ""open-end investment company""]",3,9.918212890625e-05,False,False,False,False,0.0,0.0,0.5714285714285714,0.7884460687637329,False,False
topic-6461,mutual fund,investment fund,embedding_wordnet,mutual fund company,"[""mutual fund company"", ""investment funds"", ""hedge fund"", ""fund"", ""reserve fund""]",5,0.017068862915039,False,False,False,False,0.0,0.0,0.967741935483871,0.9408271312713624,False,False
topic-6461,mutual fund,investment fund,llm_zero_shot,Investment Pool,"[""Investment Pool"", ""Portfolio Fund"", ""Equity Share"", ""Mutual Investment"", ""Collective Investment""]",5,0.6434111595153809,False,False,False,False,0.0,0.0,0.7333333333333334,0.8767105340957642,False,False
topic-6461,mutual fund,investment fund,llm_expansion,investment,"[""investment"", ""investment funds"", ""portfolio"", ""investing"", ""invest""]",5,0.9395787715911864,False,False,False,False,0.0,0.0,0.967741935483871,0.9408271312713624,False,False
topic-6461,mutual fund,investment fund,llm_rerank,Common-Wealth Fund,"[""Common-Wealth Fund"", ""Mutual Investment Scheme"", ""Pooled Investment Fund"", ""Pool of Funds"", ""Investment Trust""]",5,1.0577411651611328,False,False,False,False,0.0,0.0,0.8108108108108109,0.7580857276916504,False,False
topic-6461,mutual fund,investment fund,hybrid_fusion,Fund,"[""Fund"", ""Mutual Equity Fund"", ""Diversified Fund"", ""Asset Management Fund"", ""Wealth Management Fund""]",5,2.9063169956207275,False,False,False,False,0.0,0.0,0.6451612903225806,0.8303323984146118,False,False
topic-6461,mutual fund,investment fund,mas_base,Mutual Investment Fund,"[""Mutual Investment Fund"", ""mutual fund company"", ""investment funds"", ""trust fund"", ""monetary fund""]",5,1.039736032485962,False,False,False,False,0.0,0.0,0.967741935483871,0.9408271312713624,False,False
