topic,term,ground_truths,prediction,candidates,exact_match,top_3,top_5,top_8,top_8_fuzzy,mrr,mrr_fuzzy
topic-7721,electroencephalogram,"[""brain wave test""]",EEG,"[""EEG"", ""Encephalography"", ""Electrical Brain Activity"", ""Cerebral Electrophysiology"", ""Intracranial EEG"", ""Neuromonitoring""]",False,False,False,False,False,0.0,0.0
topic-1938,electrophysiology,"[""bioelectricity""]",Electromyography,"[""Electromyography"", ""Neurophysiology"", ""Cardiophysiology"", ""Electropharmacology"", ""Biophysical Measurements"", ""Signal Processing Techniques"", ""Bioelectric Analysis"", ""Neuromuscular Studies""]",False,False,False,False,False,0.0,0.0
topic-2100,electromyography,"[""muscle electrical recording""]",Electrophysiology,"[""Electrophysiology"", ""Electrodiagnostic Testing"", ""Myoelectric Analysis"", ""Muscle Conduction Studies"", ""Neuromuscular Testing"", ""Motor Function Assessment"", ""Electrical Muscle Stimulation"", ""Muscle Action Potential Recording""]",False,False,False,False,False,0.0,0.0
topic-15464,Electronic Business,"[""e-commerce""]",Digital Commerce,"[""Digital Commerce"", ""Electronic Commerce"", ""E-commerce Platform"", ""Online Trading"", ""Virtual Enterprise"", ""Cyber Market"", ""Business-to-Business E-commerce"", ""Global Trade Network""]",False,False,False,False,True,0.0,0.3333333333333333
topic-2701,electronic commerce,"[""online shopping""]",Digital trade,"[""Digital trade"", ""E-commerce transactions"", ""Cyber commerce"", ""Electronic retailing"", ""Virtual marketplaces"", ""Business-to-consumer e-commerce"", ""B2C online sales""]",False,False,False,False,False,0.0,0.0
topic-7722,EMG,"[""electromyogram""]",Electromyography,"[""Electromyography"", ""Muscle Conduction Studies"", ""Myoelectric Signal"", ""Electrical Muscle Activity"", ""Motor Nerve Conduction"", ""Neuromuscular Stimulation"", ""Sensory Motor Response"", ""Electrophysiological Assessment""]",False,False,False,False,True,0.0,1.0
topic-1929,emotions,"[""feelings""]",Feelings,"[""Feelings"", ""Sentiments"", ""Passions"", ""Emotive responses"", ""Affective experiences"", ""Mood swings"", ""Psychological states""]",True,True,True,True,True,1.0,1.0
topic-2067,emotions and health,"[""emotional well-being""]",Psychological well-being,"[""Psychological well-being"", ""Mental health outcomes"", ""Affective responses"", ""Health psychology"", ""Biopsychosocial model"", ""Neuroendocrine influences""]",False,False,False,False,False,0.0,0.0
topic-2064,emotional exhaustion,"[""burnout""]",Burnout,"[""Burnout"", ""Chronic stress"", ""Emotional drain"", ""Psychological fatigue"", ""Mental depletion"", ""Residual emotional impact"", ""Professional strain"", ""Energetic depletion""]",True,True,True,True,True,1.0,1.0
topic-2705,empirical finance,"[""Experimental finance""]",Quantitative Finance,"[""Quantitative Finance"", ""Applied Econometrics"", ""Data-Driven Investing"", ""Financial Data Analytics"", ""Statistical Market Modeling"", ""Risk Management Analysis"", ""Evidence-Based Investing""]",False,False,False,False,False,0.0,0.0
topic-1426,empirical macroeconomics,"[""data-driven macroeconomics""]",Applied econometrics,"[""Applied econometrics"", ""Quantitative economics"", ""Macroeconomic analysis"", ""Computational macroeconomics"", ""Behavioral macroeconomics"", ""Experimental macroeconomics"", ""Econophysics"", ""Institutional macroeconomics""]",False,False,False,False,False,0.0,0.0
topic-1042,Empirical legal studies,"[""Empirical jurisprudence""]",Appellate research,"[""Appellate research"", ""Legal empirical analysis"", ""Quantitative jurisprudence"", ""Research-based legal scholarship"", ""Law and data analysis"", ""Empirical juridical science"", ""Data-driven legal studies""]",False,False,False,False,False,0.0,0.0
topic-5321,jurisprudence,"[""legal theory""]",Law philosophy,"[""Law philosophy"", ""Legal theory"", ""Juridical science"", ""Judicial philosophy"", ""Legisprudence""]",False,True,True,True,True,0.5,0.5
topic-2712,energy economics,"[""energy markets""]",Economic energy policy,"[""Economic energy policy"", ""Energy market regulation"", ""Resource allocation analysis"", ""Sustainable energy planning"", ""Renewable resource development"", ""Global energy governance"", ""Fuel management strategy"", ""Energetic resource utilization""]",False,False,False,False,False,0.0,0.0
topic-2711,energy sources,"[""power sources""]",Fuel options,"[""Fuel options"", ""Renewable resources"", ""Energy carriers"", ""Power supplies"", ""Resource types"", ""Sustainable sources"", ""Alternative power sources"", ""Non-renewable fuels""]",False,False,False,False,True,0.0,0.14285714285714285
topic-1429,energy problems,"[""energy challenges""]",Energy constraints,"[""Energy constraints"", ""Power issues"", ""Energy crises"", ""Resource limitations"", ""Supply chain disruptions"", ""Energetic challenges"", ""Energy bottlenecks"", ""Resource depletion""]",False,False,False,False,True,0.0,0.16666666666666666
topic-1430,english,"[""the English language""]",American,"[""American"", ""British"", ""Gaelic"", ""Hiberno-English"", ""Old English"", ""Saxon"", ""Anglo""]",False,False,False,False,False,0.0,0.0
topic-3666,epidemilogy,"[""disease study""]",Disease epidemiology,"[""Disease epidemiology"", ""Epidemiological research"", ""Public health monitoring"", ""Global health tracking"", ""Outbreak investigation"", ""Health statistics analysis"", ""Infectious disease surveillance""]",False,False,False,False,False,0.0,0.0
topic-10401,epilepsy,"[""seizure disorder""]",Seizure disorder,"[""Seizure disorder"", ""Epileptic crisis"", ""Status epilepticus"", ""Convulsive illness"", ""Temporal lobe epilepsy"", ""Focal seizure disorder"", ""Neurological epilepsy syndrome"", ""Idiopathic seizure disease""]",True,True,True,True,True,1.0,1.0
topic-1431,law of succession,"[""inheritance law""]",Heirship,"[""Heirship"", ""Succession law"", ""Inheritance principle"", ""Regal succession"", ""Lineage principle"", ""Estate regulation""]",False,False,False,False,True,0.0,0.3333333333333333
topic-2167,aesthetics,"[""philosophy of beauty""]",Beauty,"[""Beauty"", ""Artistic taste"", ""Aesthetic appeal"", ""Visual charm"", ""Style"", ""Taste in art"", ""Formal elegance"", ""Decorative flair""]",False,False,False,False,True,0.0,1.0
topic-1432,ethics,"[""moral philosophy""]",Moral principles,"[""Moral principles"", ""Professional conduct"", ""Code of practice"", ""Normative standards"", ""Integrity guidelines"", ""Principled behavior"", ""Morally grounded policies""]",False,False,False,False,False,0.0,0.0
topic-7103,ethnic groups,"[""cultural communities""]",Cultural communities,"[""Cultural communities"", ""Racial minorities"", ""Ethnic populations"", ""Nationalities"", ""Minority groups"", ""Socio-cultural clusters"", ""Diasporic communities"", ""Population subgroups""]",True,True,True,True,True,1.0,1.0
topic-7102,ethnic minority groups,"[""minority communities""]",Racialized communities,"[""Racialized communities"", ""Minority populations"", ""Cultural minorities"", ""Ethnically distinct populations"", ""National minority groups"", ""Indigenous peoples"", ""Diverse groups"", ""Socio-culturally diverse groups""]",False,False,False,False,False,0.0,0.0
topic-1435,ethnic minority groups and culture,"[""minority cultures""]",Racially diverse populations,"[""Racially diverse populations"", ""Minority ethnic communities"", ""Ethnically distinct populations"", ""National minority groups"", ""Diasporic communities of origin"", ""Global diaspora networks"", ""Culturally sensitive populations"", ""Socio-culturally marginalized groups""]",False,False,False,False,False,0.0,0.0
topic-13901,Ethnographic research,"[""ethnographics""]",Anthropological investigation,"[""Anthropological investigation"", ""Participant observation"", ""Cultural field study"", ""Qualitative inquiry"", ""Community-based research"", ""Research of social practices"", ""Longitudinal ethnography"", ""Fieldwork methodology""]",False,False,False,False,False,0.0,0.0
topic-5968,European Public Procurement Law,"[""EU procurement regulations""]",European Union procurement law,"[""European Union procurement law"", ""Public sector procurement regulations"", ""Procurement policy framework"", ""Regulatory framework for public contracts"", ""Public procurement governance model"", ""Public sector purchasing guidelines"", ""Community tendering directives"", ""EU contract award procedures""]",False,False,False,False,True,0.0,0.5
topic-1438,european tax law,"[""EU tax regulations""]",European Union Taxation Directive,"[""European Union Taxation Directive"", ""EU Fiscal Policy"", ""Community Tax Law"", ""European Union Revenue Laws"", ""Eurozone Tax Harmonization""]",False,False,False,False,False,0.0,0.0
topic-10221,European Administrative Law,"[""EU administrative law""]",European Union law,"[""European Union law"", ""EU legal framework"", ""Community law"", ""Public administration"", ""State apparatus"", ""Administrative regulation"", ""Regulatory policy"", ""Public sector governance""]",False,False,False,False,True,0.0,0.16666666666666666
topic-1440,european environmental law,"[""EU environmental regulations""]",European Union Environmental Law,"[""European Union Environmental Law"", ""European Community Environmental Policy"", ""EU Environmental Legislation"", ""Pan-European Environmental Charter"", ""European Union Climate Change Mitigation"", ""Environmental Governance in Europe""]",False,False,False,False,True,0.0,0.3333333333333333
topic-1061,European Private Law,"[""EU private law""]",EU Contract Law,"[""EU Contract Law"", ""European Civil Code"", ""Union Law of Obligations"", ""Transnational Private Law"", ""Community Law of Contracts"", ""EC Private Legislation"", ""European Commercial Law Framework"", ""European Business Law""]",False,False,False,False,True,0.0,0.25
topic-1441,european law,"[""EU legislation""]",European Union Law,"[""European Union Law"", ""Community Law"", ""Council of Europe Convention"", ""International Community Law"", ""EU Regulation"", ""Euro Legal Framework""]",False,False,False,False,True,0.0,0.2
topic-1443,european social security law,"[""European welfare law""]",European Union Social Security Regulations,"[""European Union Social Security Regulations"", ""Social Insurance Legislation in Europe"", ""EU Social Security Policy Guidelines"", ""Cross-Border Social Security Arrangements"", ""International Social Security Agreements"", ""European Labour Market Integration Treaty"", ""Pan-European Pension Scheme Regulation"", ""Social Welfare Policies in the EU""]",False,False,False,False,False,0.0,0.0
topic-5561,european convention on human rights,"[""European Human Rights Charter""]",ECHR,"[""ECHR"", ""Council of Europe Convention"", ""European Social Charter"", ""Charter of Fundamental Rights"", ""Human Rights Act"", ""International Covenant""]",False,False,False,False,True,0.0,0.3333333333333333
topic-6384,european monetary union,"[""eurozone""]",Eurozone,"[""Eurozone"", ""European Currency Union"", ""Monetary Union of Europe"", ""European Monetary System"", ""Single European Currency Area"", ""Economic and Monetary Union"", ""European Central Bank Zone"", ""European Integration Project""]",True,True,True,True,True,1.0,1.0
topic-6764,european politics,"[""EU politics""]",European Union governance,"[""European Union governance"", ""West European affairs"", ""Eurozone policy"", ""Transatlantic relations"", ""Western Europe diplomacy"", ""EU foreign policy"", ""Pan-European cooperation""]",False,False,False,False,False,0.0,0.0
topic-8825,euthanasia,"[""mercy killing""]",,[],False,False,False,False,False,0.0,0.0
topic-2329,gospels,"[""good news""]",New Testament accounts,"[""New Testament accounts"", ""Christian scriptures"", ""Biblical narratives"", ""Apostolic records"", ""Sacred texts"", ""Canonical writings""]",False,False,False,False,False,0.0,0.0
topic-2727,evolution,"[""development""]",Development,"[""Development"", ""Transformation"", ""Mutation"", ""Adaptation"", ""Change"", ""Progression"", ""Variation"", ""Diversification""]",True,True,True,True,True,1.0,1.0
topic-11181,evs,"[""European Values Study""]",Evolutionary sequences,"[""Evolutionary sequences"", ""Evolutionary history"", ""Phylogenetic trees"", ""Genomic evolution"", ""Biological variation"", ""Molecular clock"", ""Phylogenetic analysis"", ""Species divergence""]",False,False,False,False,False,0.0,0.0
topic-1448,exegesis,"[""interpretation""]",Interpretation,"[""Interpretation"", ""Exposition"", ""Analysis"", ""Commentary"", ""Critique"", ""Hermeneutics"", ""Deconstruction"", ""Eisegesis""]",True,True,True,True,True,1.0,1.0
topic-1449,experimental economics,"[""behavioral economics""]",Applied Experimental Methods,"[""Applied Experimental Methods"", ""Experimental Behavioral Economics"", ""Econ Lab Research"", ""Field Experiments"", ""Laboratory Economic Studies"", ""Game Theory Experimentation"", ""Neuroeconomic Experiments""]",False,False,False,False,True,0.0,0.5
topic-1450,expert systems,"[""knowledge systems""]",Artificial intelligence system,"[""Artificial intelligence system"", ""Knowledge-based decision support"", ""Rule-based expert model"", ""Intelligent decision aid"", ""Automated reasoning system"", ""Decision support system"", ""Expert knowledge base"", ""Inference engine""]",False,False,False,False,False,0.0,0.0
topic-1452,external reporting,"[""external disclosure""]",Public disclosure,"[""Public disclosure"", ""Regulatory compliance reporting"", ""Audited financial statement submission"", ""Corporate governance disclosure"", ""Transparency in financial statements"", ""Compliance with accounting standards"", ""Government-mandated reporting obligations"", ""Independent auditor's review report""]",False,False,False,False,False,0.0,0.0
topic-2735,extreme value theory,"[""extreme value analysis""]",Optimal decision making,"[""Optimal decision making"", ""Extreme risk management"", ""Value extremity theory"", ""Maximum/minimum value analysis"", ""Risk aversion analysis"", ""Quantile estimation techniques"", ""Critical value identification"", ""Outlier detection methods""]",False,False,False,False,False,0.0,0.0
topic-1453,family law,"[""domestic relations law""]",Parental jurisprudence,"[""Parental jurisprudence"", ""Domestic relations law"", ""Marital and family law"", ""Matrimonial law"", ""Kinship law"", ""Guardianship jurisdiction"", ""Child custody legislation"", ""Succession regulation""]",False,True,True,True,True,0.5,0.5
topic-1456,feminism,"[""women's liberation""]",Gender equality advocacy,"[""Gender equality advocacy"", ""Women's liberation movement"", ""Feminist ideology"", ""Equality for women's rights"", ""Gender justice activism"", ""Social change feminism"", ""Female empowerment theory"", ""Women's liberationist""]",False,False,False,False,True,0.0,0.5
topic-1892,feminist theology,"[""gender theology""]",Gendered Theology,"[""Gendered Theology"", ""Women's Liberation Theology"", ""Feminist Biblical Studies"", ""Liberal Feminist Theology"", ""Theology of the Oppressed Women"", ""Religious Feminism"", ""Intersectional Theology and Ethics"", ""Queer Theological Perspectives""]",False,False,False,False,True,0.0,1.0
topic-7941,film en literature,"[""cinematic literature""]",Literary cinema,"[""Literary cinema"", ""Cinematic prose"", ""Filmic narrative structure"", ""Dramatic storytelling"", ""Novelistic cinematography"", ""Adapted screenplay"", ""Short story adaptation"", ""Cinematographic fiction""]",False,False,False,False,True,0.0,1.0
topic-1458,film studies,"[""cinema studies""]",Cinematic analysis,"[""Cinematic analysis"", ""Film theory"", ""Screen culture"", ""Motion picture scholarship"", ""Cinema studies"", ""Visual narrative"", ""Media representation"", ""Film critique""]",False,False,True,True,True,0.2,0.2
topic-1459,philosophy,"[""wisdom""]",Metaphysics,"[""Metaphysics"", ""Epistemology"", ""Ethics"", ""Logic"", ""Ontology"", ""Critical thinking"", ""Skepticism""]",False,False,False,False,False,0.0,0.0
topic-2025,philosophic and christian philosophy of life,"[""Christian worldview philosophy""]",Existential ethics,"[""Existential ethics"", ""Moral theology"", ""Philosophical theology"", ""Christian existentialism"", ""Faith-based ethics"", ""Theological anthropology""]",False,False,False,False,False,0.0,0.0
topic-2113,philosophy of cognitive psychology,"[""cognitive psychology theory""]",Cognitive science,"[""Cognitive science"", ""Psychological epistemology"", ""Philosophy of psychology"", ""Cognitive theory"", ""Neuropsychological inquiry"", ""Cognitive philosophy""]",False,False,False,False,True,0.0,0.25
topic-1460,philosophy of economy,"[""economic philosophy""]",Economic theory,"[""Economic theory"", ""Theory of value"", ""Philosophical economics"", ""School of economic thought"", ""Value theory"", ""Economic science"", ""Systematic economics""]",False,False,False,False,True,0.0,0.3333333333333333
topic-1462,philosophy of mind,"[""mental philosophy""]",Cognitive science,"[""Cognitive science"", ""Mind-body problem"", ""Philosophy of mental states"", ""Neurophilosophy"", ""Consciousness studies"", ""Intentionality analysis"", ""Epistemology of consciousness"", ""Psychological ontology""]",False,False,False,False,True,0.0,0.3333333333333333
topic-2019,philosophy of ~the state,"[""political theory""]",Politics as a science,"[""Politics as a science"", ""Statecraft theory"", ""Government philosophy"", ""Political thought"", ""Social contract doctrine"", ""Governance paradigm"", ""Policy studies methodology""]",False,False,False,False,False,0.0,0.0
topic-5602,philosophical psychology,"[""philosophy of psychology""]",Metaphysical psychology,"[""Metaphysical psychology"", ""Philosophical mentalism"", ""Critical humanistic psychology"", ""Theoretical mind studies"", ""Conceptual neuropsychology""]",False,False,False,False,False,0.0,0.0
topic-16502,Financial reporting,"[""financial statements""]",Accounting disclosure,"[""Accounting disclosure"", ""Corporate governance compliance"", ""Financial statement analysis"", ""Audited financial results"", ""Regulatory accounting standards"", ""Compliance reporting requirements"", ""Solvency reporting framework"", ""Corporate transparency reporting""]",False,False,False,False,False,0.0,0.0
topic-2744,financial intermediation,"[""financial brokerage""]",Banking facilitation,"[""Banking facilitation"", ""Financial transaction mediation"", ""Risk management intermediary"", ""Capital market facilitator"", ""Asset transfer agency"", ""Portfolio manager support"", ""Securities brokerage firm"", ""Investment advisory service""]",False,False,False,False,False,0.0,0.0
topic-2747,financial management,"[""fiscal management""]",Financial planning,"[""Financial planning"", ""Economic administration"", ""Corporate finance"", ""Budgeting and forecasting"", ""Resource allocation"", ""Portfolio governance"", ""Risk management"", ""Asset control""]",False,False,False,False,True,0.0,0.14285714285714285
topic-2753,financial analysis,"[""financial evaluation""]",Economic appraisal,"[""Economic appraisal"", ""Financial review"", ""Investment evaluation"", ""Portfolio analysis"", ""Business valuation"", ""Corporate finance analysis""]",False,False,False,False,False,0.0,0.0
topic-2755,financial crisis,"[""economic meltdown""]",Economic downturn,"[""Economic downturn"", ""Financial meltdown"", ""Banking collapse"", ""Monetary shock"", ""Fiscal strain"", ""Economic recession"", ""Systemic instability"", ""Market turmoil""]",False,False,False,False,False,0.0,0.0
topic-2756,financial econometrics,"[""quantitative finance""]",Econometric finance analysis,"[""Econometric finance analysis"", ""Quantitative financial modeling"", ""Financial data analytics"", ""Financial modeling and analysis"", ""Market risk management"", ""Statistical market research"", ""Time series forecasting methods""]",False,False,False,False,False,0.0,0.0
topic-5548,"financial economics, models","[""financial modeling""]",Financial modeling,"[""Financial modeling"", ""Quantitative finance"", ""Portfolio optimization"", ""Risk management"", ""Capital asset pricing"", ""Econophysics"", ""Financial mathematics"", ""Asset pricing theory""]",True,True,True,True,True,1.0,1.0
topic-1467,financial markets,"[""capital markets""]",Capital markets,"[""Capital markets"", ""Stock exchanges"", ""Financial sectors"", ""Marketplaces"", ""Bourses"", ""Securities trading"", ""Asset classes""]",True,True,True,True,True,1.0,1.0
topic-2565,capital structure,"[""financial composition""]",Capital framework,"[""Capital framework"", ""Financial architecture"", ""Debt configuration"", ""Equity mix"", ""Balance sheet design"", ""Organizational capitalization"", ""Asset composition"", ""Financial asset allocation""]",False,False,False,False,False,0.0,0.0
topic-2762,financial mathematics,"[""quantitative finance""]",Quantitative finance,"[""Quantitative finance"", ""Mathematical economics"", ""Actuarial science"", ""Financial modeling"", ""Stochastic analysis"", ""Risk management"", ""Portfolio optimization"", ""Derivatives pricing""]",True,True,True,True,True,1.0,1.0
topic-1469,finance,"[""financial management""]",Economics,"[""Economics"", ""Financial management"", ""Investment"", ""Banking"", ""Capital markets"", ""Asset management"", ""Corporate finance""]",False,True,True,True,True,0.5,0.5
topic-1471,corporate finance; international finance,"[""business finance; global finance""]",Business finance,"[""Business finance"", ""Financial management"", ""International banking"", ""Capital markets"", ""Global investment"", ""Mergers and acquisitions"", ""Commercial lending"", ""Multinational banking""]",False,False,False,False,True,0.0,1.0
topic-2764,fiscal policy,"[""budgetary policy""]",Monetary management,"[""Monetary management"", ""Government spending strategy"", ""Public finance approach"", ""Taxation and expenditure policy"", ""Fiscal governance structure"", ""State financial management system"", ""Revenue and expenditure coordination"", ""Public sector economic planning""]",False,False,False,False,False,0.0,0.0
topic-1474,fiscal economics,"[""public finance""]",Public finance,"[""Public finance"", ""Economic policy analysis"", ""Fiscal policy framework"", ""Macroeconomic governance"", ""Budgetary planning"", ""State expenditure control"", ""Financial public administration"", ""Public sector economics""]",True,True,True,True,True,1.0,1.0
topic-9661,flexicurity,"[""flexible security""]",Job security,"[""Job security"", ""Social protection"", ""Labor market flexibility"", ""Occupational flexibility"", ""Flexible employment arrangements"", ""Employment stability"", ""Human capital development"", ""Societal support""]",False,False,False,False,True,0.0,1.0
topic-1480,phonology,"[""sound system study""]",Syllable structure,"[""Syllable structure"", ""Sound system analysis"", ""Linguistic sound patterns"", ""Speech sound study"", ""Phonetic transcription"", ""Articulatory phonetics"", ""Acoustic phonology"", ""Intonation pattern analysis""]",False,False,False,False,True,0.0,0.5
topic-581,forensic psychology,"[""criminal psychology""]",Criminal profiling,"[""Criminal profiling"", ""Psychological criminology"", ""Forensic behavioral science"", ""Forensic psychiatry"", ""Crime scene analysis"", ""Psychological investigation"", ""Behavioral criminology"", ""Forensic mental health""]",False,False,False,False,False,0.0,0.0
topic-2103,fundamental research,"[""basic research""]",Basic research,"[""Basic research"", ""Investigative science"", ""Original investigation"", ""Foundation work"", ""Core investigation"", ""Primordial research"", ""Groundbreaking discovery""]",True,True,True,True,True,1.0,1.0
topic-3000,mergers and acquisitions,"[""corporate consolidation""]",Acquisitions and Mergers,"[""Acquisitions and Mergers"", ""Business Combinations"", ""Strategic Consolidations"", ""M&A Activity"", ""Corporate Takeovers"", ""Cross-Border Deals"", ""Business Integrations"", ""Acquisition Transactions""]",False,False,False,False,False,0.0,0.0
topic-1486,"mergers, acquisitions and protection","[""corporate consolidation""]",Acquisitions,"[""Acquisitions"", ""Mergers and Acquisitions"", ""Business Combinations"", ""Corporate Takeovers"", ""Joint Ventures"", ""Takesovers"", ""Business Consolidation""]",False,False,False,False,False,0.0,0.0
topic-7704,physiology,"[""biological functions""]",Anatomy,"[""Anatomy"", ""Biological function"", ""Cellular processes"", ""Physiologic response"", ""Organic function"", ""Body functions"", ""Morphophysiology""]",False,False,False,False,True,0.0,0.5
topic-2143,birth,"[""childbirth""]",Inception,"[""Inception"", ""Conception"", ""Genesis"", ""Parturition"", ""Fertilization"", ""Procreation"", ""Coming"", ""Emergence""]",False,False,False,False,False,0.0,0.0
topic-16943,commemoration,"[""remembrance""]",Observance,"[""Observance"", ""Remembrance"", ""Memorialization"", ""Honouring"", ""Tribute"", ""Anniversary"", ""Eulogy"", ""Celebration""]",False,True,True,True,True,0.5,0.5
topic-1488,behaviour,"[""conduct""]",Action,"[""Action"", ""Behavioral pattern"", ""Conduct"", ""Comportment"", ""Performance"", ""Demeanor"", ""Modus operandi"", ""Social conduct""]",False,True,True,True,True,0.3333333333333333,0.3333333333333333
topic-2213,behaviour influence,"[""behavior modification""]",Action effects,"[""Action effects"", ""Behavioral impact"", ""Social conduct modification"", ""Psychological effect"", ""Attitudinal shift"", ""Cultural norm adjustment"", ""Personality trait influence"", ""Societal habit formation""]",False,False,False,False,False,0.0,0.0
topic-11301,behavioral economics,"[""Behavioral finance""]",Psychological economics,"[""Psychological economics"", ""Behavioral finance"", ""Neuroeconomic decision-making"", ""Economic psychology"", ""Cognitive behavioral economics"", ""Behavioral decision making""]",False,True,True,True,True,0.5,0.5
topic-7741,mental health,"[""psychological well-being""]",Psychological wellbeing,"[""Psychological wellbeing"", ""Psychosocial support"", ""Neuropsychiatric care"", ""Mental fitness"", ""Cognitive function"", ""Behavioral health services"", ""Psychological resilience""]",True,True,True,True,True,1.0,1.0
topic-3705,infant mental health,"[""baby mental health""]",Childhood developmental psychology,"[""Childhood developmental psychology"", ""Early childhood care and development"", ""Neonatal emotional well-being"", ""Maternal-infant interaction analysis"", ""Childhood emotional regulation"", ""Developmental psychopathology""]",False,False,False,False,False,0.0,0.0
topic-1489,mental health care,"[""psychological care""]",Psychological treatment,"[""Psychological treatment"", ""Mental wellness services"", ""Counseling and psychotherapy"", ""Mental health services"", ""Emotional support therapy"", ""Neuropsychiatric care"", ""Psychosocial interventions"", ""Behavioral health support""]",False,False,False,False,True,0.0,1.0
topic-1897,spiritual counseling,"[""spiritual guidance""]",Therapeutic introspection,"[""Therapeutic introspection"", ""Spiritual direction"", ""Faith-based counseling"", ""Consciousness exploration"", ""Transpersonal therapy"", ""Inner growth facilitation"", ""Mind-body integration""]",False,False,False,False,False,0.0,0.0
topic-11663,spiritual counseling / pastoral work / soul care,"[""spiritual guidance""]",Pastoral guidance,"[""Pastoral guidance"", ""Spiritual direction"", ""Soul support"", ""Psychospiritual work"", ""Ecclesiastical care"", ""Faith formation"", ""Inner healing"", ""Psycho-spiritual therapy""]",False,False,False,False,False,0.0,0.0
topic-5687,data banks,"[""data repositories""]",Repository,"[""Repository"", ""Database Archive"", ""Knowledge Store"", ""Information Vault"", ""Data Warehouse"", ""Centralized Collection"", ""Digital Library"", ""Archive System""]",False,False,False,False,False,0.0,0.0
topic-1490,memory,"[""recollection""]",Recall,"[""Recall"", ""Mnemonics"", ""Cognition"", ""Episodic"", ""Long-term"", ""Retrospection"", ""Semantic""]",False,False,False,False,False,0.0,0.0
topic-2099,facial expressions,"[""facial cues""]",Mouth movements,"[""Mouth movements"", ""Facial gestures"", ""Emotive signals"", ""Nonverbal cues"", ""Body language"", ""Facial postures"", ""Gaze patterns""]",False,False,False,False,False,0.0,0.0
topic-8141,literacy,"[""reading and writing skills""]",Reading proficiency,"[""Reading proficiency"", ""Information literacy"", ""Communication skill"", ""Critical thinking ability"", ""Educational achievement"", ""Literary competence"", ""Discursive ability""]",False,False,False,False,False,0.0,0.0
topic-7282,"gender studies, theology","[""feminist theology""]",Queer theology,"[""Queer theology"", ""Gender theology"", ""Feminist theology"", ""Religious gender studies"", ""LGBTQ+ theology"", ""Intersectional theology""]",False,True,True,True,True,0.3333333333333333,0.3333333333333333
topic-1495,history,"[""historical study""]",Past,"[""Past"", ""Chronicle"", ""Annals"", ""Record"", ""Archive"", ""Heritage"", ""Legacy"", ""Antiquity""]",False,False,False,False,False,0.0,0.0
topic-10325,history Persian period,"[""Achaemenid history""]",Ancient Iranian era,"[""Ancient Iranian era"", ""Persian antiquity"", ""Achaemenid reign"", ""Sasanian dynasty"", ""Parthian epoch"", ""Iranian Golden Age""]",False,False,False,False,False,0.0,0.0
topic-1862,history of reformation,"[""Reformation history""]",Reformation history,"[""Reformation history"", ""Protestant reform movement"", ""Christian renaissance story"", ""Theological upheaval account"", ""Faithful reform tradition"", ""Religious transformation tale"", ""Catholic counter-reform chronicle"", ""Evangelical revival account""]",True,True,True,True,True,1.0,1.0
topic-16542,History of Christianity,"[""Christian history""]",Christian antiquity,"[""Christian antiquity"", ""Biblical chronology"", ""Religious past"", ""Ancient Christian tradition"", ""Church origins"", ""Theological heritage"", ""Faith history"", ""Sacred narrative""]",False,False,False,False,False,0.0,0.0
topic-1569,history of church and theology,"[""ecclesiastical history""]",Church History,"[""Church History"", ""Theology of Church"", ""Sacred Doctrine"", ""Religious Tradition"", ""Clerical Studies"", ""Scriptural Interpretation"", ""Denominational Analysis"", ""Ecclesiastical Narrative""]",False,False,False,False,False,0.0,0.0
topic-9981,dispute resolution,"[""conflict resolution""]",Conflict management,"[""Conflict management"", ""Mediation process"", ""Disagreement settlement"", ""Alternative dispute resolution"", ""Arbitration procedure"", ""Negotiated agreement"", ""Conciliation mediation"", ""Dispute adjudication""]",False,False,False,False,False,0.0,0.0
topic-13722,Communication Skills,"[""interpersonal skills""]",Interpersonal relations,"[""Interpersonal relations"", ""Public speaking abilities"", ""Verbal expression"", ""Social interaction skills"", ""Conversational fluency"", ""Dialogue management"", ""Effective messaging"", ""Collaborative teamwork""]",False,False,False,False,False,0.0,0.0
topic-1497,violence,"[""aggression""]",Aggression,"[""Aggression"", ""Physical assault"", ""Conflict"", ""Maltreatment"", ""Abuse"", ""Hostility"", ""Intimidation"", ""Cruelty""]",True,True,True,True,True,1.0,1.0
topic-7222,families,"[""households""]",Households,"[""Households"", ""Clans"", ""Lineages"", ""Familial groups"", ""Family units"", ""Genealogical ties""]",True,True,True,True,True,1.0,1.0
topic-7221,sociology of the family,"[""family sociology""]",Family sociology,"[""Family sociology"", ""Familial social science"", ""Family systems theory"", ""Social structure of families"", ""Marital relations research"", ""Kinship and family studies"", ""Intergenerational relationships study"", ""Family life course research""]",True,True,True,True,True,1.0,1.0
topic-6741,health,"[""well-being""]",Wellness,"[""Wellness"", ""Fitness"", ""Healthcare"", ""Physiology"", ""Epidemiology""]",False,False,False,False,False,0.0,0.0
topic-1500,health law,"[""medical law""]",Medical jurisprudence,"[""Medical jurisprudence"", ""Healthcare legislation"", ""Medico legal affairs"", ""Healthcare regulation"", ""Biomedical policy"", ""Public health policy"", ""Epidemiological governance"", ""Medical ethics law""]",False,False,False,False,True,0.0,0.125
